FrameId	Name	dG	Equation
RXN-15841	EC 1.14.11.48	-90.22099	xanthine + 2-oxoglutarate + oxygen  ->  urate + succinate + CO2
RXN-15651	RXN-15651	-2.829979	2-oxoglutaramate  ->  2-hydroxy-5-oxoproline
RXN-13594	EC 4.1.2.-	13.41	diethylamine N-oxide + H+  ->  ethylamine + acetaldehyde
LACTATE-MALATE-TRANSHYDROGENASE-RXN	EC 1.1.99.7	-0.6999817	(S)-lactate + oxaloacetate  =  pyruvate + (S)-malate
RXN-11152	EC 3.1.1.-	6.347122	aldehydo-L-galactonate + H+  <-->  L-galactono-1,4-lactone + H2O
RXN-15197	RXN-15197	17.227001	4-(2-iminoethyl)phenol + H2O  ->  (4-hydroxyphenyl)acetaldehyde + ammonium
NN-DIMETHYLFORMAMIDASE-RXN	EC 3.5.1.56	23.372875	N,N-Dimethylformamide + H2O  =  dimethylamine + formate
4.1.1.51-RXN	EC 4.1.1.51	1.1482315	3-hydroxy-2-methylpyridine-4,5-dicarboxylate + H+  ->  CO2 + 3-hydroxy-2-methylpyridine-5-carboxylate
R212-RXN	EC 4.2.1.114	1.4730225	dihomocitrate  ->  cis-(homo)2aconitate + H2O
RXN0-5304	EC 5.4.99.62	-1.5600052	beta-D-ribopyranose  <-->  beta-D-ribofuranose
RXN-15220	RXN-15220	-0.5200043	aldehydo-D-abequose  ->  alpha-D-abequopyranose
RXN-13119	EC 2.6.1.101	7.181755	L-glutamine + 3-amino-2,3-dideoxy-scyllo-inosose  <-->  2-oxoglutaramate + 2-deoxystreptamine
RXN-17617	EC 3.3.2.10	-5.433001	1,2-epoxypropane + H2O  ->  propane-1,2-diol
4.1.2.20-RXN	EC 4.1.2.20	1.164093	(2S,3S)-2,3-dihydroxy-5-oxohexanedioate  =  pyruvate + tartronate semialdehyde
THEANINE-HYDROLASE-RXN	EC 3.5.1.65	-1.0871258	gamma-glutamyl-ethylamide + H2O  =  L-glutamate + ethylamine
IMIDHYD-RXN	EC 1.17.3.-	-30.083008	4-imidazolone-5-propanoate + oxygen + H2O  ->  hydantoin-5-propanoate + hydrogen peroxide
RXN-19419	EC 3.5.1.-	-3.8471308	acetaminophen + H2O  ->  4-aminophenol + acetate + H+
RXN-16918	EC 2.6.1.-	-4.5269947	L-serine + ammonium  ->  L-2,3-diaminopropanoate + H2O
PHEAMINOTRANS-RXN	EC 2.6.1.57	0.22587585	keto-phenylpyruvate + L-glutamate  <-->  L-phenylalanine + 2-oxoglutarate
RXN-18526	RXN-18526	0.8041096	4-coumarate + ammonium  ->  beta-tyrosine
RXN-13484	EC 5.4.3.10	-1.5499992	L-phenylalanine  ->  (3R)-beta-phenylalanine
RXN-8938	RXN-8938	7.966999	hydroxyatrazine + H+ + H2O  ->  N-ethylammelide + isopropylamine
UREASE-RXN	EC 3.5.1.5	-5.9629974	urea + 2 H+ + H2O  <-->  2 ammonium + CO2
4.2.1.111-RXN	EC 4.2.1.111	-17.95697	1,5-anhydro-D-fructose  ->  ascopyrone M + H2O
RXN-17370	RXN-17370	0.0	(R)-4-deoxygadusol  <-->  (S)-4-deoxygadusol
CYCLOHEXANE-13-DIONE-HYDROLASE-RXN	EC 3.7.1.10	-16.277119	cyclohexane-1,3-dione + H2O  ->  5-oxohexanoate + H+
RXN-9818	RXN-9818	-28.525997	cis-indole-2,3-dihydrodiol  ->  indoxyl + H2O
PHENYLPYRUVATE-TAUTOMERASE-RXN	EC 5.3.2.1	4.95	keto-phenylpyruvate  <-->  enol-phenylpyruvate
RXN-15948	EC 5.1.1.22	0.0	trans-4-hydroxy-L-proline betaine  <-->  cis-4-hydroxy-D-proline betaine
5.5.1.2-RXN	EC 5.5.1.2	-3.032364	3-carboxy-cis,cis-muconate + H+  ->  (2-carboxy-2,5-dihydro-5-oxofuran-2-yl)-acetate
RXN-11050	EC 3.7.1.11	-15.467116	cyclohexane-1,2-dione + H2O  ->  6-oxohexanoate + H+
RXN-10048	EC 3.1.1.81	-9.9471245	HAI-1 + H2O  ->  N-(3-hydroxybutanoyl)-L-homoserine + H+
RXN-7744	RXN-7744	-0.053009033	citraconate + H2O  ->  (2R,3S)-3-methylmalate
RXN0-6451	peroxyureidoacrylate/ureidoacrylate amidohydrolase	-2.3271027	3-ureidoacrylate + H2O  ->  carbamate + aminoacrylate + H+
RXN-4821	EC 3.5.99.-	29.685226	(S)-2,3,4,5-tetrahydrodipicolinate + H+ + H2O  <-->  L-alpha-amino-epsilon-keto-pimelate
RXN-19035	RXN-19035	-8.516996	1,1-ethanediol  ->  acetaldehyde + H2O
RXN0-984	EC 1.14.11.33	-111.85	N1-methyladenine + 2-oxoglutarate + oxygen  ->  adenine + CO2 + formaldehyde + succinate
RXN-16458	EC 4.2.1.158	-8.166977	D-galactarate  =  (2S,3R)-2,3-dihydroxy-5-oxohexanedioate + H2O
RXN-8818	EC 1.13.11.74	-73.514114	2-aminophenol + oxygen  ->  (2Z,4E)-2-amino-6-oxohexa-2,4-dienoate + H+
RXN-14985	EC 4.1.1.-	-1.2558823	2-oxovalerate + H+  ->  butan-1-al + CO2
RXN-14811	RXN-14811	-0.18998718	keto-L-sorbose  <-->  L-sorbopyranose
RXN-19528	EC 1.13.12.M3	-124.01001	dihydrotoxoflavin + oxygen  ->  1-[(6E)-5-hydroxy-1-methyl-1,6-dihydro-1,2,4-triazin-6-ylidene]-3-methylurea + CO2
RXN0-6563	EC 4.1.2.-	1.6900024	4-hydroxy-L-threonine  <-->  glycolaldehyde + glycine
2.5.1.51-RXN	EC 2.5.1.51	-3.5541153	O-acetyl-L-serine + pyrazole  ->  3-(pyrazol-1-yl)-L-alanine + acetate + H+
RXN-6902	EC 2.6.1.96	-1.5399933	4-aminobutanoate + pyruvate  <-->  succinate semialdehyde + L-alanine
RXN-14189	EC 1.11.1.6	-70.65401	methanol + hydrogen peroxide  ->  formaldehyde + 2 H2O
ALLANTOICASE-RXN	EC 3.5.3.4	11.177002	allantoate + H2O  ->  (S)-ureidoglycolate + urea
RXN-12515	EC 3.5.3.24	-3.572998	N1-(3-aminopropyl)agmatine + H2O  ->  spermidine + urea
RXN-12208	RXN-12208	0.0	D-ononitol  ->  D-pinitol
2.6.1.32-RXN	EC 2.6.1.32	1.9000092	(S)-3-methyl-2-oxopentanoate + L-valine  <-->  L-isoleucine + 3-methyl-2-oxobutanoate
RXN0-2943	RXN0-2943	-98.7606	2,3-dihydroxybenzoate[periplasm] + oxygen[periplasm]  ->  2-carboxymuconate[periplasm] + 2 H+[periplasm]
ACETOLACTSYN-RXN	EC 2.2.1.6	-9.48587	2 pyruvate + H+  ->  (S)-2-acetolactate + CO2
RXN-18801	EC 2.5.1.M12	-1.1741142	serinol + O-acetyl-L-homoserine  ->  dihydrorhizobitoxine + acetate + H+
RXN-16303	EC 3.3.2.14	-1.33712	2,4-dinitroanisole + H2O  ->  2,4-dinitrophenol + methanol + H+
RXN-11736	EC 4.1.1.91	-2.0258827	salicylate + H+  ->  phenol + CO2
RXN-14848	RXN-14848	2.319992	D-idopyranose  <-->  aldehydo-D-idose
RXN-10856	EC 5.1.99.8	0.0	7,8-dihydroneopterin  <-->  7,8-dihydromonapterin
RXN-15019	RXN-15019	-393.0542	3-amino-2-butanol + H2O + oxygen  ->  4 CO2 + ammonium
RHAMNISOM-RXN	EC 5.3.1.14	0.859993	beta-L-rhamnopyranose  <-->  keto-L-rhamnulose
RXN-10124	EC 5.5.1.-	22.654121	cis-dienelactone + fluoride + H+  =  (+)-5-fluoromuconolactone
2.6.1.65-RXN	EC 2.6.1.65	-1.1358948	N6-acetyl-beta-lysine + 2-oxoglutarate  <-->  L-glutamate + 3-oxo-6-acetamidohexanoate
ACETYLPYRUVATE-HYDROLASE-RXN	EC 3.7.1.6	-15.1671295	acetylpyruvate + H2O  ->  pyruvate + acetate + H+
RXN-15852	RXN-15852	10.716995	furan-2,5-dicarbaldehyde + H2O  ->  5-(dihydroxymethyl)furan-2-carbaldehyde
PROPANEDIOL-DEHYDRATASE-RXN	EC 4.2.1.28	-9.167007	(S)-propane-1,2-diol  ->  1-propanal + H2O
2-AMINOHEXANOATE-AMINOTRANSFERASE-RXN	EC 2.6.1.67	1.3241119	2-oxoglutarate + L-norleucine  <-->  L-glutamate + 2-oxohexanoate
TYROSINE-DECARBOXYLASE-RXN	EC 4.1.1.25	-5.0200043	L-tyrosine + H+  ->  CO2 + tyramine
RXN-12074	EC 4.1.3.17	3.374115	(R)-4-hydroxy-4-methyl-2-oxoglutarate  =  2 pyruvate
RIBOSE-ISOMERASE-RXN	EC 5.3.1.20	-1.46	aldehydo-D-ribose  =  D-ribulose
RXN-8094	EC 1.2.3.1	-42.087116	1-heptanal + oxygen + H2O  ->  heptanoate + hydrogen peroxide + H+
RXN-15905	RXN-15905	0.2400055	D-glucaro-1,5-lactone  ->  D-glucaro-1,4-lactone
RXN-19274	EC 4.1.1.108	-38.512997	L-tyrosine + oxygen + H2O  ->  (4-hydroxyphenyl)acetaldehyde + CO2 + ammonia + hydrogen peroxide
RXN-13114	3-methylurate synthase	-61.62	3-methylxanthine  ->  3-methylurate
RXN-14882	RXN-14882	-2.0800095	aldehydo-D-ribose  <-->  D-ribofuranose
RXN-3521	<small>L</small>-ascorbic acid-specific peroxidase	-78.46576	2 L-ascorbate + hydrogen peroxide + 2 H+  ->  2 monodehydroascorbate radical + 2 H2O
3.5.1.66-RXN	EC 3.5.1.66	-12.741913	2-(hydroxymethyl)-3-(acetamidomethylene)succinate + 2 H2O + H+  ->  2-hydroxymethyl-4-oxobutanoate + acetate + CO2 + ammonium
RXN-14106	EC 5.4.99.3	2.46	(S)-2-aceto-2-hydroxybutanoate  =  (R)-3-hydroxy-3-methyl-2-oxopentanoate
RXN-8930	EC 3.5.1.84	-5.33712	biuret + H2O  ->  urea-1-carboxylate + ammonium
RXN-13135	EC 3.5.99.-	3.7169952	(2Z,4Z)-2-amino-5-formylhexa-2,4-dienedioate + H+ + H2O  ->  (2Z,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde + ammonium
RXN-10910	EC 1.4.3.4	-23.962997	normetanephrine + H2O + oxygen  ->  3-methoxy-4-hydroxyphenylglycolaldehyde + ammonium + hydrogen peroxide
RXN-15576	EC 3.5.99.-	12.062881	3,6-dihydroxypyridine-2,5-dione + H2O  ->  5-amino-2,4,5-trioxopentanoate + H+
RXN-10016	RXN-10016	-3.87	autoinducer 2  ->  (2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one
RXN-8173	RXN-8173	-13.121107	(S)-2-amino-6-oxohexanoate  <-->  1-piperideine 6-carboxylate + H2O + H+
RXN-646	EC 3.5.1.107	-6.671257	maleamate + H2O  ->  maleate + ammonium
PHENYLALANINE-DECARBOXYLASE-RXN	EC 4.1.1.53	-4.640003	L-phenylalanine + H+  ->  2-phenylethylamine + CO2
H2NEOPTERINALDOL-RXN	EC 4.1.2.25	2.56	7,8-dihydroneopterin  ->  glycolaldehyde + 6-(hydroxymethyl)-7,8-dihydropterin
RXN-8949	EC 1.14.20.3	-129.37704	(3S,5S)-carbapenam-3-carboxylate + 2-oxoglutarate + oxygen  ->  (5R)-carbapen-2-em-3-carboxylate + succinate + CO2 + H2O
RXN-13154	EC 1.13.11.-	-73.53413	3-propylcatechol + oxygen  ->  2-hydroxy-6-oxo-nona-2,4-dienoate + H+
RXN-10760	EC 3.5.1.100	-4.7130127	beta-alaninamide + H2O  ->  beta-alanine + ammonium
RXN-9141	EC 5.1.3.33	0.0	2-epi-5-epi-valiolone  ->  5-epi-valiolone
RXN-10043	EC 3.5.1.97	-1.8571157	PAI-1-2 + H2O  =  L-homoserine lactone + butanoate
ALANINE-AMINOTRANSFERASE-RXN	EC 2.6.1.2	1.8641052	2-oxoglutarate + L-alanine  <-->  L-glutamate + pyruvate
RXN-17556	RXN-17556	-97.512344	hydroxyquinol + oxygen  ->  3-hydroxy-cis,cis-muconate + 2 H+
RXN-14504	RXN-14504	-0.5200043	aldehydo-L-xylose  ->  L-xylopyranose
RXN-12860	RXN-12860	45.9267	3-propylidene-Delta 1-pyrroline-5-carboxylate  ->  4-propyl-L-proline
STYRENE-OXIDE-ISOMERASE-RXN	EC 5.3.99.7	-14.600006	styrene oxide  =  phenylacetaldehyde
GLUTAMIN-RXN	EC 3.5.1.2/3.5.1.38	-0.82712555	L-glutamine + H2O  ->  L-glutamate + ammonium
DIMETHYLARGININASE-RXN	EC 3.5.3.18	15.226997	N6,N6-dimethyl-L-arginine + H2O  ->  dimethylamine + L-citrulline
RXN-14166	EC 5.2.-.-	0.0	(E)-2,4-dihydroxycinnamate  ->  (Z)-2,4-dihydroxycinnamate
R-2-METHYLMALATE-DEHYDRATASE-RXN	EC 4.2.1.35	1.4730072	(R)-citramalate  <-->  citraconate + H2O
RXN-8990	EC 4.1.1.109	-28.602993	L-phenylalanine + H+ + oxygen + H2O  ->  phenylacetaldehyde + ammonium + hydrogen peroxide + CO2
RXN-10815	EC 1.13.11.27	-109.71999	keto-phenylpyruvate + oxygen  ->  (2-hydroxyphenyl)acetate + CO2
RXN-15456	EC 4.1.1.-	12.074127	3,6,8-trimethyl-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline + H+  ->  S-(+)-3,6,8-trimethylallantoin + CO2
RXN-9175	EC 2.6.1.-	0.54000854	beta-methylenecyclopropyl pyruvate + L-alanine  <-->  hypoglycin A + pyruvate
RXN-8529	EC 5.3.2.6	-7.41	(2Z,4E)-2-hydroxyhexa-2,4-dienedioate  <-->  (3E)-2-oxohex-3-enedioate
RXN-802	EC 4.1.1.102	-3.3858764	4-coumarate + H+  ->  4-vinylphenol + CO2
RXN-2463	EC 4.2.1.83	6.423004	2-hydroxy-4-oxobutane-1,2,4-tricarboxylate  <-->  (1E,3E)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate + H2O
RXN-17574	RXN-17574	19.714941	N-nitrosodimethylamine + H2O  =  formaldehyde + methylamine + nitric oxide
D-ASPARTATE-OXIDASE-RXN	EC 1.4.3.1/1.4.3.15	-23.29126	D-aspartate + oxygen + H2O  ->  ammonium + hydrogen peroxide + oxaloacetate
RXN-14693	RXN-14693	2.3200073	D-glucopyranuronate  <-->  aldehydo-D-glucuronate
RXN-19374	EC 2.6.1.-	0.32409668	2-hydroxy-4-aminobutanoate + 2-oxoglutarate  <-->  2-hydroxy-4-oxobutanoate + L-glutamate
RXN-1744	RXN-1744	-59.232117	6 glycolate + H+  ->  acetate + 2 succinate + 2 CO2 + 4 H2O
RXN-15187	EC 3.5.1.-	-1.1171308	2-formylaminobenzaldehyde + H2O  ->  O-aminobenzaldehyde + formate + H+
4-METHYLOXALOACETATE-ESTERASE-RXN	EC 3.1.1.44	0.7587433	oxaloacetate 4-methyl ester + H2O  ->  methanol + oxaloacetate + H+
RXN-14203	EC 1.4.3.-	-25.512989	pyridoxamine + oxygen + H2O  ->  pyridoxal + ammonium + hydrogen peroxide
RXN-7643	EC 4.1.1.72	-3.4658737	3-methyl-2-oxobutanoate + H+  ->  isobutanal + CO2
RXN-11730	EC 3.5.99.8	3.7170029	5-nitroanthranilate + H+ + H2O  ->  5-nitrosalicylate + ammonium
1.97.1.2-RXN	EC 1.97.1.2	0.0	1,2,3,5-tetrahydroxybenzene + pyrogallol  ->  1,2,3,5-tetrahydroxybenzene + phloroglucinol
RXN-17609	EC 4.2.1.84	-6.527006	2-hydroxy-2-methylpropanenitrile + H2O  ->  2-hydroxyisobutyramide
4.1.1.78-RXN	EC 4.1.1.78	-54.69478	acetylenedicarboxylate + H+ + H2O  =  CO2 + pyruvate
RXN-14726	EC 4.2.1.84	-6.527012	n-butyronitrile + H2O  ->  butyramide
RXN-11748	EC 1.13.11.-	-73.48824	salicylate + oxygen  ->  2-oxohepta--3,5-dienedioate + H+
2-ACETOLACTATE-MUTASE-RXN	EC 5.4.99.3	2.46	(S)-2-acetolactate  =  3-hydroxy-3-methyl-2-oxobutanoate
RXN-11455	EC 3.5.4.32	38.856003	7,8-dihydro-8-oxoguanine + H+ + H2O  =  urate + ammonium
RXN-15710	EC 5.4.99.62	0.23999786	beta-D-allopyranose  =  beta-D-allofuranose
RXN-8089	EC 1.2.3.9	-42.087124	cinnamaldehyde + oxygen + H2O  ->  trans-cinnamate + hydrogen peroxide + H+
RXN-17626	RXN-17626	-6.706993	1,1-dihydroxypropan-2-one  ->  methylglyoxal + H2O
RXN-12240	RXN-12240	-18.487	(Z)-[(4-hydroxyphenyl)acetaldehyde oxime]  ->  (4-hydroxyphenyl)acetonitrile + H2O
4.1.3.17-RXN	EC 4.1.3.17	3.374115	2 pyruvate  ->  4-hydroxy-4-methyl-2-oxoglutarate
1.1.3.38-RXN	EC 1.1.3.38	-27.990005	vanillyl alcohol + oxygen  ->  vanillin + hydrogen peroxide
RXN-14244	EC 1.14.11.56	-111.42	L-proline + 2-oxoglutarate + oxygen  ->  cis-4-hydroxy-L-proline + succinate + CO2
RXN-11767	EC 4.3.1.27	-6.0182495	(3R)-3-hydroxy-D-aspartate  =  oxaloacetate + ammonium
RXN-5	RXN-5	-37.97318	uracil  ->  2-hydroxy-4-carboxypyrimidine
RXN-10889	3-methylgallate 3,4-dioxygenase	-96.97823	3-O-methylgallate + oxygen  ->  4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate + H+
3.5.1.29-RXN	EC 3.5.1.29	-12.741882	E-2-(acetamidomethylene)succinate + 2 H2O + H+  ->  succinate semialdehyde + acetate + CO2 + ammonium
RXN-18851	EC 1.14.18.1	-105.69399	2 hydroquinone + oxygen  ->  2 1,4-benzoquinone + 2 H2O
RXN-11784	EC 1.4.3.13	-23.33889	cadaverine + H2O + oxygen  ->  5-aminopentanal + ammonium + hydrogen peroxide
R312-RXN	EC 4.2.1.-	-13.1970005	E-pyridine-3-aldoxime  ->  3-cyanopyridine + H2O
CARBOXYMETHYLOXYSUCCINATE-LYASE-RXN	EC 4.2.99.12	-5.1717987	carboxymethyloxysuccinate  =  fumarate + glycolate
RXN-18396	EC 3.5.1.125	-2.6071243	(2S)-2-acetamido-4-aminobutanoate + H2O  ->  L-2,4-diaminobutanoate + acetate
RXN-15571	RXN-15571	-0.26111603	2-amino-2-deoxy-D-gluconate  ->  (2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate + H2O + H+
RXN-8167	2-oxoadipate decarboxylase	-30.175247	2-oxoadipate + H2O  ->  glutarate + CO2
1.13.11.9-RXN	EC 1.13.11.9	-85.18412	2,5-dihydroxypyridine + oxygen  ->  N-formylmaleamate + H+
KDGALDOL-RXN	EC 4.1.2.20	1.164093	5-dehydro-4-deoxy-D-glucarate  <-->  pyruvate + tartronate semialdehyde
PYRANOSE-OXIDASE-RXN	EC 1.1.3.10	-29.36	D-glucopyranose + oxygen  ->  2-dehydro-D-glucopyranose + hydrogen peroxide
ARGININE-2-MONOOXYGENASE-RXN	EC 1.13.12.1	-109.256996	L-arginine + oxygen  ->  4-guanidinobutyramide + CO2 + H2O
RXN-11369	RXN-11369	-7.6293945e-6	leucodopachrome + dopaquinone  ->  L-dopachrome + L-dopa
CATECHOL-12-DIOXYGENASE-RXN	EC 1.13.11.1	-98.39235	catechol + oxygen  ->  cis,cis-muconate + 2 H+
4.3.1.20-RXN	EC 4.3.1.20	-6.0182495	(3R)-3-hydroxy-L-aspartate  ->  oxaloacetate + ammonium
RXN-12487	EC 1.4.3.2	-25.517124	L-tyrosine + H2O + oxygen  ->  4-hydroxyphenylpyruvate + ammonium + hydrogen peroxide
KETOPANTOALDOLASE-RXN	EC 4.1.2.12	6.6399994	2-dehydropantoate  =  formaldehyde + 3-methyl-2-oxobutanoate
R503-RXN	EC 3.7.1.-	-11.527115	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione + H2O  ->  5-dehydro-2-deoxy-D-gluconate + H+
PYROXALTRANSAM-RXN	EC 2.6.1.31	-3.5717468	pyridoxamine + oxaloacetate  <-->  pyridoxal + L-aspartate
RXN-16807	EC 1.13.11.-	-72.634125	caffealdehyde + oxygen  ->  (2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate + H+
FORMIMINOGLUTAMASE-RXN	EC 3.5.3.8	7.177002	N-formimino-L-glutamate + H2O  ->  L-glutamate + formamide
RXN-18433	EC 1.1.99.40	-1.6199646	(R)-2-hydroxyglutarate + oxaloacetate  =  2-oxoglutarate + (R)-malate
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN	EC 3.5.1.68	1.371109	N-formyl-L-glutamate + H2O  ->  L-glutamate + formate
RXN-8826	RXN-8826	-72.65412	3-methyl-4-nitrocatechol + oxygen  ->  2-hydroxy-5-nitro-6-oxohepta-2,4-dienoate + H+
RXN-12855	RXN-12855	1.6082535	(4Z)-4-[(2E)-3-carboxylato-3-hydroxyprop-2-en-1-ylidene]-3,4-dihydro-2H-pyrrole-2-carboxylate + H+  ->  4-[(1Z)-3-carboxylato-3-oxoprop-1-en-1-yl]-2,3-dihydro-1H-pyrrole-2-carboxylate
TRIACETATE-LACTONASE-RXN	EC 3.1.1.38	29.646988	triacetate lactone + H2O  ->  triacetate
HISTIDINE-DECARBOXYLASE-RXN	EC 4.1.1.22	-3.0899963	L-histidine + H+  ->  CO2 + histamine
RXN-7587	RXN-7587	7.6569977	4-imidazolone-5-propanoate + H2O  ->  formyl-L-isoglutamine
RXN0-6708	RXN0-6708	8.627001	isoguanine + H+ + H2O  ->  xanthine + ammonium
FUCISOM-RXN	EC 5.3.1.25	0.859993	alpha-L-fucopyranose  <-->  L-fuculose
RXN-11403	RXN-11403	-18.504887	L-dopachrome + H+  ->  5,6-dihydroxyindole + CO2
2.1.1.21-RXN	EC 2.1.1.21	-19.349993	methylamine + L-glutamate  =  N-methyl-L-glutamate + ammonium
RXN-9170	RXN-9170	45.87224	2-oxopenta-3,4-dienoate  ->  2-oxohexa-4,5-cyclopropyl-5-enoate
ACETOACETATE-DECARBOXYLASE-RXN	EC 4.1.1.4	-2.2758713	acetoacetate + H+  ->  acetone + CO2
RXN-8845	EC 3.5.99.11	1.2287521	(2Z,4E)-2-aminomuconate + H2O  =  (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + ammonium
RXN-15127	EC 3.5.99.10	20.972878	2-iminopropanoate + H2O  ->  pyruvate + ammonium
RXN-12873	RXN-12873	-11.361282	cyclic- 3,4-O-oxalyl-L-threonate + H2O  ->  4-O-oxalyl-L-threonate + H+
RXN-17165	EC 5.3.2.-	-4.918236	2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate  ->  4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate + H+
R122-RXN	EC 3.5.4.43	7.966999	hydroxyatrazine + H+ + H2O  ->  N-isopropylammelide + ethylamine
OXALOACETASE-RXN	EC 3.7.1.1	-13.237091	oxaloacetate + H2O  ->  oxalate + acetate + H+
ACETYLCHOLINESTERASE-RXN	EC 3.1.1.7	-4.2871246	acetylcholine + H2O  ->  acetate + choline + H+
RXN-16311	EC 5.3.99.-	1.8399963	O-[5-(hydroxynitroso)-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate  <-->  O-[5-nitro-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate
RXN-13599	EC 5.1.2.-	0.0	(S)-4-hydroxymandelonitrile  =  (R)-4-hydroxymandelonitrile
DOPAMINE-BETA-MONOOXYGENASE-RXN	EC 1.14.17.1	-67.922905	dopamine + L-ascorbate + oxygen + H+  ->  (R)-noradrenaline + L-dehydro-ascorbate + H2O
RXN66-105	RXN66-105	-63.294292	4-oxo-4-(3-pyridyl)-butanamide  ->  4-oxo-4-(3-pyridyl)-butanoate
1.14.16.3-RXN	EC 1.14.16.3	-99.987	anthranilate + (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + oxygen  ->  3-hydroxyanthranilate + L-erythro-7,8-dihydrobiopterin + H2O
GALLATE-DIOXYGENASE-RXN	EC 1.13.11.57	-102.8306	gallate + oxygen  ->  (1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + 2 H+
RXN-19386	EC 3.1.1.M7	-4.2871137	isobutyl acetate + H2O  ->  isobutanol + acetate + H+
RXN-14365	EC 5.1.3.30/5.1.3.31	0.54000854	keto-D-psicose  <-->  keto-D-fructose
PANTOTHENASE-RXN	EC 3.5.1.22	-0.4630127	(R)-pantothenate + H2O  =  (R)-pantoate + beta-alanine
ACONITATE-DELTA-ISOMERASE-RXN	EC 5.3.3.7	3.0800018	trans-aconitate  <-->  cis-aconitate
4.1.1.72-RXN	EC 4.1.1.72	-3.465889	(S)-3-methyl-2-oxopentanoate + H+  ->  2-methylbutanal + CO2
RXN-17331	RXN-17331	-11.807129	S-(+)-3,6,8-trimethylallantoin + H2O  ->  1,6,8-trimethylallantoate + H+
RXN-12089	EC 1.5.3.17	-22.204742	spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide
HYDROXYPYRUVATE-DECARBOXYLASE-RXN	EC 4.1.1.40	-3.4658737	hydroxypyruvate + H+  =  CO2 + glycolaldehyde
1.2.3.13-RXN	EC 1.2.3.13	-136.55998	2 4-hydroxyphenylpyruvate + oxygen  ->  2 (4-hydroxyphenyl)acetate + 2 CO2
RXN-13640	EC 1.13.11.-	-109.70001	4-methyl-2-oxopentanoate + oxygen  ->  3-hydroxy-3-methylbutanoate + CO2
RXN-15223	RXN-15223	-0.5200043	aldehydo-D-tyvelose  ->  alpha-D-tyvelopyranose
RXN-7927	EC 4.1.1.24	0.5241165	anthranilate + H+  =  aniline + CO2
RXN-12108	RXN-12108	16.817017	L-ascorbate + H2O  <-->  2-keto-L-gulonate
CREATININASE-RXN	EC 3.5.2.10	1.6469994	creatinine + H2O  <-->  creatine
GLUCARDEHYDRA-RXN	EC 4.2.1.40	-8.166992	D-glucarate  ->  5-dehydro-4-deoxy-D-glucarate + H2O
RXN-14409	RXN-14409	-2.319992	aldehydo-D-galactose  <-->  D-galactopyranose
RXN-9979	RXN-9979	-3.4658813	3,4-dihydroxyphenylpyruvate + H+  ->  3,4-dihydroxyphenylacetaldehyde + CO2
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC 2.6.1.42	-1.3458862	L-isoleucine + 2-oxoglutarate  <-->  L-glutamate + (S)-3-methyl-2-oxopentanoate
UREIDOSUCCINASE-RXN	EC 3.5.1.7	2.6352234	N-carbamoyl-L-aspartate + 2 H+ + H2O  =  ammonium + CO2 + L-aspartate
LTAA-RXN	EC 4.1.2.48/4.1.2.49	2.3399963	L-allo-threonine  ->  glycine + acetaldehyde
RXN-12132	RXN-12132	-0.07	3,5-didehydroshikimate  ->  gallate
RXN-16945	EC 1.13.11.4	-78.22823	3-methylgentisate + oxygen  ->  (2E)-2-methyl-4,6-dioxohept-2-enedioate + H+
RXN-5081	RXN-5081	-18.487001	(Z)-2-methylpropanal-oxime  ->  2-methylpropanenitrile + H2O
RXN-16420	EC 1.12.99.6	-125.714	2 H2 + oxygen  ->  2 H2O
RXN-11219	EC 1.13.11.2	-72.63413	4-methylcatechol + oxygen  ->  (2Z,4E)-2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate + H+
6-ACETYLGLUCOSE-DEACETYLASE-RXN	EC 3.1.1.33	-4.2871094	6-acetyl-D-glucose + H2O  ->  acetate + D-glucopyranose + H+
RXN-15260	RXN-15260	14.985523	(6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin  ->  7,8-dihydropterin
RXN-8784	RXN-8784	-19.24414	L-xylo-hex-3-ulono-1,4-lactone  ->  L-ascorbate + H+
