FrameId	Name	Kegg	InChI	Smiles	Gibbs-0
CPD-19574	(2S,4Z)-2-aminohex-4-enoate	NIL	InChI=1S/C6H11NO2/c1-2-3-4-5(7)6(8)9/h2-3,5H,4,7H2,1H3,(H,8,9)/b3-2+/t5-/m0/s1	CC=CCC([N+])C([O-])=O	52.28232
CPD-17693	5-hexynoate	NIL	InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h1H,3-5H2,(H,7,8)/p-1	C#CCCCC([O-])=O	95.64579
CPD-16939	2,4,6-octatrienoate	NIL	InChI=1S/C8H10O2/c1-2-3-4-5-6-7-8(9)10/h2-7H,1H3,(H,9,10)/p-1/b3-2+,5-4+,7-6+	CC=CC=CC=CC([O-])=O	70.98803
N-FORMIMINO-L-GLUTAMATE	<i>N</i>-formimino-L-glutamate	C00439	InChI=1S/C6H10N2O4/c7-3-8-4(6(11)12)1-2-5(9)10/h3-4H,1-2H2,(H2,7,8)(H,9,10)(H,11,12)/p-1/t4-/m0/s1	[CH](=[N+])NC(C([O-])=O)CCC([O-])=O	-65.15197
CPD-16021	2-fluoroacrylate	NIL	InChI=1S/C3H3FO2/c1-2(4)3(5)6/h1H2,(H,5,6)/p-1	C=C(F)C(=O)[O-]	-41.84982
CPD-10879	2-fluoromuconate	NIL	InChI=1S/C6H5FO4/c7-4(6(10)11)2-1-3-5(8)9/h1-3H,(H,8,9)(H,10,11)/p-2/b3-1-,4-2+	C([O-])(=O)C=CC=C(C([O-])=O)F	-90.45488
CPD-10883	(+)-5-fluoromuconolactone	NIL	InChI=1S/C6H5FO4/c7-5(6(9)10)3-1-2-4(8)11-3/h1-3,5H,(H,9,10)/p-1/t3-,5-/m1/s1	C([O-])(=O)C(F)C1(OC(=O)C=C1)	-88.037575
L-ERYTHRO-4-HYDROXY-GLUTAMATE	erythro-4-hydroxy-L-glutamate	C05947	InChI=1S/C5H9NO5/c6-2(4(8)9)1-3(7)5(10)11/h2-3,7H,1,6H2,(H,8,9)(H,10,11)/p-1/t2-,3+/m0/s1	C([O-])(C(CC(O)C([O-])=O)[N+])=O	-120.31309
CPD-655	(3<i>R</i>)-3-hydroxy-L-aspartate	C03961	InChI=1S/C4H7NO5/c5-1(3(7)8)2(6)4(9)10/h1-2,6H,5H2,(H,7,8)(H,9,10)/p-1/t1-,2+/m0/s1	C(=O)([O-])C(O)C([N+])C(=O)[O-]	-142.47534
THREO-3-HYDROXY-L-ASPARTATE	(3<i>S</i>)-3-hydroxy-L-aspartate	NIL	InChI=1S/C4H7NO5/c5-1(3(7)8)2(6)4(9)10/h1-2,6H,5H2,(H,7,8)(H,9,10)/p-1/t1-,2-/m0/s1	C(=O)([O-])C(O)C([N+])C(=O)[O-]	-142.47534
CPD-19706	(4R)-4-hydroxy-L-lysine	NIL	InChI=1S/C6H14N2O3/c7-2-1-4(9)3-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)/p+1/t4-,5+/m1/s1	C(C(O)CC([N+])C([O-])=O)C[N+]	31.674742
CPD-14225	L-<i>threo</i>-5-hydroxylysine	NIL	InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)/p+1/t4-,5-/m0/s1	C(CC([N+])C(=O)[O-])C(O)C[N+]	31.674742
CPD-14226	L-<i>erythro</i>-5-hydroxylysine	C16741	InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)/p+1/t4-,5+/m1/s1	C(CC([N+])C(=O)[O-])C(O)C[N+]	31.674742
CPD-12701	(<i>S</i>)-mandelonitrile	C02615	InChI=1S/C8H7NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H/t8-/m1/s1	C(C(C1(C=CC=CC=1))O)#N	76.57784
CPD-12702	(<i>R</i>)-mandelonitrile	C00561	InChI=1S/C8H7NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H/t8-/m0/s1	C(C(C1(C=CC=CC=1))O)#N	76.57784
CPD-14590	(R)-4-hydroxymandelonitrile	NIL	InChI=1S/C8H7NO2/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8,10-11H/t8-/m0/s1	C1(C=C(O)C=CC=1C(O)C#N)	37.097843
CPD-14592	(R)-3,4-dihydroxymandelonitrile	C03757	InChI=1S/C8H7NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H/t8-/m0/s1	C1(C=C(O)C(O)=CC=1C(O)C#N)	-2.3821561
CPD-648	(<i>S</i>)-4-hydroxymandelonitrile	C03742	InChI=1S/C8H7NO2/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8,10-11H/t8-/m1/s1	C1(C=C(O)C=CC=1C(O)C#N)	37.097843
A-PYRIMIDODIAZEPINE	2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one	C02587	InChI=1S/C9H11N5O2/c1-4(15)5-2-3-11-7-6(12-5)8(16)14-9(10)13-7/h6H,2-3H2,1H3,(H3,10,11,13,14,16)	CC(=O)C1(CCNC2(=NC(N)=NC(=O)C(N=1)2))	79.90232
2-HYDROXY-2-METHYLPROPANENITRILE	2-hydroxy-2-methylpropanenitrile	C02659	InChI=1S/C4H7NO/c1-4(2,6)3-5/h6H,1-2H3	CC(O)(C)C#N	39.717842
CPD-12700	(2S)-2-hydroxy-2-methylbutanenitrile	C18796	InChI=1S/C5H9NO/c1-3-5(2,7)4-6/h7H,3H2,1-2H3/t5-/m1/s1	CCC(C)(O)C#N	61.880096
CPD-12699	(2R)-2-hydroxy-2-methylbutanenitrile	NIL	InChI=1S/C5H9NO/c1-3-5(2,7)4-6/h7H,3H2,1-2H3/t5-/m0/s1	CCC(C)(O)C#N	61.880096
CPD-15118	5-azacytidine	C11262	InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1	C(C2(C(C(C(N1(C(N=C(N=C1)N)=O))O2)O)O))O	-33.156555
CPD-15121	5-fluorocytosine	D00323	InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)	C1(=C(F)C(N)=NC(=O)N1)	-31.345518
CPD-15099	cytarabine	NIL	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7+,8-/m1/s1	C1(=CN(C(=O)N=C(N)1)C2(C(O)C(O)C(CO)O2))	-22.12543
CPD-10819	L-<i>erythro</i>-biopterin	C06313	InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h2-3,6,15-16H,1H3,(H3,10,11,13,14,17)/t3-,6-/m0/s1	CC(C(O)C2(=CN=C1(N=C(NC(C1=N2)=O)N)))O	24.68332
CPD-15306	D-<i>erythro</i>-biopterin	NIL	InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h2-3,6,15-16H,1H3,(H3,10,11,13,14,17)/t3-,6-/m1/s1	CC(C(O)C2(=CN=C1(N=C(NC(C1=N2)=O)N)))O	24.68332
6-LACTOYL-5678-TETRAHYDROPTERIN	(6R)-6-lactoyl-5,6,7,8-tetrahydropterin	C04244	InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,12,15H,2H2,1H3,(H4,10,11,13,14,17)/t3-,4+/m0/s1	CC(O)C(=O)[CH]1(CNC2(N=C(N)NC(=O)C(N1)=2))	54.87557
CPD0-1699	6-carboxy-5,6,7,8-tetrahydropterin	NIL	InChI=1S/C7H9N5O3/c8-7-11-4-3(5(13)12-7)10-2(1-9-4)6(14)15/h2,10H,1H2,(H,14,15)(H4,8,9,11,12,13)/p-1	C1(NC2(N=C(N)NC(=O)C(NC1C(=O)[O-])=2))	-11.422092
CPD-5881	(6R)-4a-hydroxy-tetrahydrobiopterin	C15522	InChI=1S/C9H15N5O4/c1-3(15)5(16)4-2-11-6-9(18,14-4)7(17)13-8(10)12-6/h3-5,14-16,18H,2H2,1H3,(H3,10,11,12,13,17)/t3-,4+,5-,9-/m0/s1	CC(O)C(O)[CH]1(CNC2(=NC(N)=NC(=O)C(O)(N1)2))	35.246796
CPD-14543	6-methyltetrahydropterin	NIL	InChI=1S/C7H11N5O/c1-3-2-9-5-4(10-3)6(13)12-7(8)11-5/h3,10H,2H2,1H3,(H4,8,9,11,12,13)	C[CH]1(NC2(=C(NC1)NC(N)=NC(=O)2))	99.15332
6-PYRUVOYL-5678-TETRAHYDROPTERIN	(6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin	C03684	InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h4,12H,2H2,1H3,(H4,10,11,13,14,17)/t4-/m1/s1	CC(=O)C(=O)[CH]1(CNC2(N=C(N)NC(=O)C(N1)=2))	44.81332
CPD0-2101	5,6,7,8-tetrahydromonapterin	C21007	InChI=1S/C9H15N5O4/c10-9-13-7-5(8(18)14-9)12-3(1-11-7)6(17)4(16)2-15/h3-4,6,12,15-17H,1-2H2,(H4,10,11,13,14,18)/t3?,4-,6-/m0/s1	C1(NC2(N=C(N)NC(=O)C(NC1C(O)C(O)CO)=2))	31.167799
2-AMINO-47-DIHYDROXYPTERIDINE	2-amino-4,7-dihydroxypteridine	NIL	InChI=1S/C6H5N5O2/c7-6-10-4-3(5(13)11-6)8-1-2(12)9-4/h1H,(H4,7,9,10,11,12,13)	C12(N=C(C=NC=1C(=NC(=N2)N)O)O)	8.906598
CPD-15309	lumazine	C03212	InChI=1S/C6H4N4O2/c11-5-3-4(8-2-1-7-3)9-6(12)10-5/h1-2H,(H2,8,9,10,11,12)	C2(N=C1(C(O)=NC(O)=NC1=NC=2))	-5.424518
CPD-15310	biolumazine	NIL	InChI=1S/C9H12N4O4/c1-3(14)6(15)4-2-10-7-5(11-4)8(16)13-9(17)12-7/h2-3,6,8,14-16H,1H3,(H2,10,12,13,17)/t3-,6-,8?/m0/s1	CC(C(O)C2(=CN=C1(N=C(NC(C1=N2)O)O)))O	2.1744437
CPD-15159	(6R)-6,7-dihydrobiopterin	C00268	InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,15-16H,2H2,1H3,(H3,10,11,13,14,17)/t3-,4+,6-/m0/s1	CC(O)C(O)[CH]2(N=C1(C(N=C(N)N=C1NC2)=O))	56.904564
CPD-407	&gamma;-L-glutamyl-D-alanine	C03738	InChI=1S/C8H14N2O5/c1-4(7(12)13)10-6(11)3-2-5(9)8(14)15/h4-5H,2-3,9H2,1H3,(H,10,11)(H,12,13)(H,14,15)/p-1/t4-,5+/m1/s1	CC(NC(=O)CCC([N+])C(=O)[O-])C(=O)[O-]	-61.687485
CPD-20387	L-seryl-L-leucine	NIL	InChI=1S/C9H18N2O4/c1-5(2)3-7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t6-,7-/m0/s1	CC(C)CC(C([O-])=O)NC(C(CO)[N+])=O	33.010185
CPD-13401	L-alanyl-L-histidine	NIL	InChI=1S/C9H14N4O3/c1-5(10)8(14)13-7(9(15)16)2-6-3-11-4-12-6/h3-5,7H,2,10H2,1H3,(H,11,12)(H,13,14)(H,15,16)/t5-,7-/m0/s1	CC([N+])C(=O)NC(CC1(=CNC=N1))C(=O)[O-]	55.585682
CPD-20341	glycyl-L-valine	NIL	InChI=1S/C7H14N2O3/c1-4(2)6(7(11)12)9-5(10)3-8/h4,6H,3,8H2,1-2H3,(H,9,10)(H,11,12)/t6-/m0/s1	CC(C)C(NC(=O)C[N+])C(=O)[O-]	26.72568
CPD-13395	glycyl-L-asparagine	NIL	InChI=1S/C6H11N3O4/c7-2-5(11)9-3(6(12)13)1-4(8)10/h3H,1-2,7H2,(H2,8,10)(H,9,11)(H,12,13)/t3-/m0/s1	C([N+])C(=O)NC(CC(N)=O)C([O-])=O	-40.907677
CPD-20380	L-leucyl-L-alanine	NIL	InChI=1S/C9H18N2O3/c1-5(2)4-7(10)8(12)11-6(3)9(13)14/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t6-,7-/m0/s1	CC(C)CC([N+])C(NC(C)C([O-])=O)=O	69.24019
CPD-3569	glycyl-L-glutamate	NIL	InChI=1S/C7H12N2O5/c8-3-5(10)9-4(7(13)14)1-2-6(11)12/h4H,1-3,8H2,(H,9,10)(H,11,12)(H,13,14)/p-1/t4-/m0/s1	C([N+])C(=O)NC(CCC(=O)[O-])C([O-])=O	-82.03976
CPD-20377	L-isoleucyl-glycine	NIL	InChI=1S/C8H16N2O3/c1-3-5(2)7(9)8(13)10-4-6(11)12/h5,7H,3-4,9H2,1-2H3,(H,10,13)(H,11,12)/t5-,7-/m0/s1	CCC(C)C(C(NCC([O-])=O)=O)[N+]	48.887936
CPD-20353	L-aspartyl-L-glutamate	NIL	InChI=1S/C9H14N2O7/c10-4(3-7(14)15)8(16)11-5(9(17)18)1-2-6(12)13/h4-5H,1-3,10H2,(H,11,16)(H,12,13)(H,14,15)(H,17,18)/p-2/t4-,5-/m0/s1	C([O-])(=O)CCC(C([O-])=O)NC(C(CC(=O)[O-])[N+])=O	-150.72482
CPD-12607	L-seryl-glycine	NIL	InChI=1S/C5H10N2O4/c6-3(2-8)5(11)7-1-4(9)10/h3,8H,1-2,6H2,(H,7,11)(H,9,10)/t3-/m0/s1	C(O)C([N+])C(=O)NCC([O-])=O	-52.0188
CPD-20374	L-isoleucyl-L-alanine	NIL	InChI=1S/C9H18N2O3/c1-4-5(2)7(10)8(12)11-6(3)9(13)14/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t5-,6-,7-/m0/s1	CCC(C)C(C(NC(C)C([O-])=O)=O)[N+]	69.24019
CPD-20349	L-alanyl-L-proline	NIL	InChI=1S/C8H14N2O3/c1-5(9)7(11)10-4-2-3-6(10)8(12)13/h5-6H,2-4,9H2,1H3,(H,12,13)/t5-,6-/m0/s1	CC([N+])C(=O)N1(C(CCC1)C(=O)[O-])	49.655685
CPD0-1944	L-alanyl-D-aspartate	NIL	InChI=1S/C7H12N2O5/c1-3(8)6(12)9-4(7(13)14)2-5(10)11/h3-4H,2,8H2,1H3,(H,9,12)(H,10,11)(H,13,14)/p-1/t3-,4+/m0/s1	CC([N+])C(NC(CC(=O)[O-])C(=O)[O-])=O	-83.84975
CPD-13403	L-alanyl-L-glutamine	NIL	InChI=1S/C8H15N3O4/c1-4(9)7(13)11-5(8(14)15)2-3-6(10)12/h4-5H,2-3,9H2,1H3,(H2,10,12)(H,11,13)(H,14,15)/t4-,5-/m0/s1	CC([N+])C(=O)NC(C([O-])=O)CCC(=O)N	1.6067845
ALA-GLY	L-alanyl-glycine	NIL	InChI=1S/C5H10N2O3/c1-3(6)5(10)7-2-4(8)9/h3H,2,6H2,1H3,(H,7,10)(H,8,9)/t3-/m0/s1	CC([N+])C(NCC([O-])=O)=O	-15.788803
CPD-20342	glycyl-L-serine	NIL	InChI=1S/C5H10N2O4/c6-1-4(9)7-3(2-8)5(10)11/h3,8H,1-2,6H2,(H,7,9)(H,10,11)/t3-/m0/s1	C([N+])C(=O)NC(CO)C(=O)[O-]	-52.0188
CPD-13397	L-alanyl-L-threonine	NIL	InChI=1S/C7H14N2O4/c1-3(8)6(11)9-5(4(2)10)7(12)13/h3-5,10H,8H2,1-2H3,(H,9,11)(H,12,13)/t3-,4+,5-/m0/s1	CC([N+])C(=O)NC(C(O)C)C([O-])=O	-11.314316
CPD-18228	L-alanyl-L-valine	NIL	InChI=1S/C8H16N2O3/c1-4(2)6(8(12)13)10-7(11)5(3)9/h4-6H,9H2,1-3H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1	CC(C)C(C([O-])=O)NC(C(C)[N+])=O	47.07793
CPD-20378	L-isoleucyl-L-serine	NIL	InChI=1S/C9H18N2O4/c1-3-5(2)7(10)8(13)11-6(4-12)9(14)15/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6-,7-/m0/s1	CCC(C)C(C(NC(CO)C([O-])=O)=O)[N+]	33.010185
CPD-20354	L-glutamyl-L-threonine	NIL	InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-8(15)5(10)2-3-6(13)14/h4-5,7,12H,2-3,10H2,1H3,(H,11,15)(H,13,14)(H,16,17)/p-1/t4-,5+,7+/m1/s1	CC(O)C(C([O-])=O)NC(C(CCC(=O)[O-])[N+])=O	-77.56526
GLYCYLGLYCINE	glycyl-glycine	C02037	InChI=1S/C4H8N2O3/c5-1-3(7)6-2-4(8)9/h1-2,5H2,(H,6,7)(H,8,9)	C([N+])C(=O)NCC([O-])=O	-42.161034
CPD-20350	L-alanyl-L-isoleucine	NIL	InChI=1S/C9H18N2O3/c1-4-5(2)7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t5-,6-,7-/m0/s1	CCC(C)C(C([O-])=O)NC(C(C)[N+])=O	69.24019
CPD0-2190	L-alanyl-D-glutamate	NIL	InChI=1S/C8H14N2O5/c1-4(9)7(13)10-5(8(14)15)2-3-6(11)12/h4-5H,2-3,9H2,1H3,(H,10,13)(H,11,12)(H,14,15)/p-1/t4-,5+/m0/s1	CC([N+])C(=O)NC(CCC(=O)[O-])C(=O)[O-]	-61.687485
CPD-13404	L-alanyl-L-aspartate	NIL	InChI=1S/C7H12N2O5/c1-3(8)6(12)9-4(7(13)14)2-5(10)11/h3-4H,2,8H2,1H3,(H,9,12)(H,10,11)(H,13,14)/p-1/t3-,4-/m0/s1	CC([N+])C(NC(CC(=O)[O-])C(=O)[O-])=O	-83.84975
CARNOSINE	carnosine	C00386	InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1	C(CC(=O)NC(CC1(=CNC=N1))C([O-])=O)[N+]	57.39568
CPD-20361	5-oxo-L-prolyl-glycine	NIL	InChI=1S/C7H10N2O4/c10-5-2-1-4(9-5)7(13)8-3-6(11)12/h4H,1-3H2,(H,8,13)(H,9,10)(H,11,12)/p-1/t4-/m0/s1	C(=O)([O-])CNC(=O)C1(NC(CC1)=O)	-48.571964
CPD-20343	glycyl-L-isoleucine	NIL	InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,7-/m0/s1	CCC(C)C(C([O-])=O)NC(C[N+])=O	48.887936
CPD-13398	L-alanyl-L-leucine	NIL	InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t6-,7-/m0/s1	CC(C)CC(C([O-])=O)NC(C(C)[N+])=O	69.24019
CPD-13394	glycyl-L-glutamine	NIL	InChI=1S/C7H13N3O4/c8-3-6(12)10-4(7(13)14)1-2-5(9)11/h4H,1-3,8H2,(H2,9,11)(H,10,12)(H,13,14)/t4-/m0/s1	C([N+])C(=O)NC(C([O-])=O)CCC(=O)N	-18.745447
CPD0-1445	L-alanyl-L-glutamate	NIL	InChI=1S/C8H14N2O5/c1-4(9)7(13)10-5(8(14)15)2-3-6(11)12/h4-5H,2-3,9H2,1H3,(H,10,13)(H,11,12)(H,14,15)/p-1/t4-,5-/m0/s1	CC([N+])C(=O)NC(C([O-])=O)CCC(=O)[O-]	-61.687485
CPD-12312	glycyl-L-leucine	NIL	InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1	CC(C)CC(C([O-])=O)NC(C[N+])=O	48.887936
CPD0-2555	L-leucyl-glycine	NIL	InChI=1S/C8H16N2O3/c1-5(2)3-6(9)8(13)10-4-7(11)12/h5-6H,3-4,9H2,1-2H3,(H,10,13)(H,11,12)/t6-/m0/s1	CC(C)CC([N+])C(NCC([O-])=O)=O	48.887936
CPD-20348	L-alanyl-L-alanine	NIL	InChI=1S/C6H12N2O3/c1-3(7)5(9)8-4(2)6(10)11/h3-4H,7H2,1-2H3,(H,8,9)(H,10,11)/t3-,4-/m0/s1	CC([N+])C(=O)NC(C([O-])=O)C	4.5634437
CPD-13406	glycyl-L-aspartate	NIL	InChI=1S/C6H10N2O5/c7-2-4(9)8-3(6(12)13)1-5(10)11/h3H,1-2,7H2,(H,8,9)(H,10,11)(H,12,13)/p-1/t3-/m0/s1	C([N+])C(=O)NC(CC(=O)[O-])C(=O)[O-]	-104.201965
CPD-10814	glycyl-L-proline	NIL	InChI=1S/C7H12N2O3/c8-4-6(10)9-3-1-2-5(9)7(11)12/h5H,1-4,8H2,(H,11,12)/t5-/m0/s1	C1(N(C(=O)C[N+])C(CC1)C(=O)[O-])	29.303448
CPD-320	<i>aci</i>-nitroethane	C18091	InChI=1S/C2H5NO2/c1-2-3(4)5/h2H,1H3,(H,4,5)	CC=[N+](O)[O-]	-13.794403
CPD-321	3-<i>aci</i>-nitropropanoate	C03071	InChI=1S/C3H5NO4/c5-3(6)1-2-4(7)8/h2H,1H2,(H,5,6)(H,7,8)/p-1	C(CC([O-])=O)=[N+]([O-])O	-102.20758
CPD-17570	O-[5-(hydroxynitroso)-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate	NIL	InChI=1S/C6H5N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2H2,(H-2,10,11,12,13,14,15,16)/q-2	C1(C(=N([O-])=O)C(C(CC1=[N+](O)[O-])=N(=O)[O-])=O)	-147.05264
CPD-20050	1-<i>aci</i>-nitro-2-(4-hydroxyphenyl)ethane	NIL	InChI=1S/C8H9NO3/c10-8-3-1-7(2-4-8)5-6-9(11)12/h1-4,6,10H,5H2,(H,11,12)	C(=[N+](O)[O-])CC1(C=CC(O)=CC=1)	24.680092
CPD-12383	1-<i>aci</i>-nitro-2-phenylethane	NIL	InChI=1S/C8H9NO2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5,7H,6H2,(H,10,11)	C(=[N+](O)[O-])CC1(C=CC=CC=1)	64.160095
CPD-15062	ubiquinol-0	NIL	InChI=1S/C9H12O4/c1-5-4-6(10)8(12-2)9(13-3)7(5)11/h4,10-11H,1-3H3	CC1(C=C(O)C(OC)=C(OC)C(O)=1)	22.583447
ERYTHROSE	D-erythrose	NIL	InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h1,3-4,6-8H,2H2/t3-,4+/m0/s1	[CH](=O)C(O)C(O)CO	-60.83104
THREOSE	threose	NIL	InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h1,3-4,6-8H,2H2/t3-,4-/m1/s1	[CH](=O)C(O)C(O)CO	-60.95104
CPD-18461	&beta;-L-idopyranose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6-/m0/s1	C(O)C1(C(C(C(O)C(O)O1)O)O)	-95.02656
L-SORBOSONE	L-sorbosone	C19679	InChI=1S/C6H10O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,4-6,8,10-12H,2H2/t4-,5+,6+/m0/s1	[CH](=O)C(C(C(C(CO)O)O)O)=O	-102.76881
CPD-13129	D-glucosone	NIL	InChI=1S/C6H10O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,4-6,8,10-12H,2H2/t4-,5-,6-/m1/s1	[CH](=O)C(=O)C(O)C(O)C(O)CO	-102.76881
CPD-10748	D-<i>erythro</i>-isocitrate	C04617	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3/t2-,4-/m0/s1	C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]	-230.47293
THREO-DS-ISO-CITRATE	D-<i>threo</i>-isocitrate	C00451	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3/t2-,4+/m0/s1	C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]	-230.47293
CPD-14964	2-keto-L-xylose	NIL	InChI=1S/C5H8O5/c6-1-3(8)5(10)4(9)2-7/h1,4-5,7,9-10H,2H2/t4-,5+/m0/s1	[CH](=O)C(=O)C(O)C(O)CO	-86.89104
CPD-10745	L-<i>threo</i>-isocitrate	NIL	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3/t2-,4+/m1/s1	C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]	-230.47293
LYXOSE	D-lyxose	C00476	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5-/m1/s1	[CH](=O)C(O)C(O)C(O)CO	-76.8288
CPD-10747	L-<i>erythro</i>-isocitrate	NIL	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3/t2-,4-/m1/s1	C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]	-230.47293
CPD0-2167	5-deoxy-D-ribose	NIL	InChI=1S/C5H10O4/c1-3(7)5(9)4(8)2-6/h2-5,7-9H,1H3/t3-,4+,5-/m1/s1	CC(O)C(O)C(O)C=O	-40.598793
2-DEOXYRIBOSE	2'-deoxyribose	C01801	InChI=1S/C5H10O4/c6-2-1-4(8)5(9)3-7/h2,4-5,7-9H,1,3H2/t4-,5+/m0/s1	C(O)C(O)C(O)C[CH]=O	-38.788803
GLYCERALD	D-glyceraldehyde	C00577	InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2/t3-/m0/s1	[CH](=O)C(O)CO	-42.973278
CPD-227	&alpha;-D-lyxopyranose	C02204	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4+,5+/m1/s1	C1(OC(O)C(O)C(O)C(O)1)	-77.3488
CPD-15228	tulipalin A	C20578	InChI=1S/C5H6O2/c1-4-2-3-7-5(4)6/h1-3H2	C=C1(C(=O)OCC1)	14.006722
CPD-18287	tulipalin B	C21187	InChI=1S/C5H6O3/c1-3-4(6)2-8-5(3)7/h4,6H,1-2H2/t4-/m1/s1	C=C1(C(=O)OCC(O)1)	-25.83328
CPD-225	<i>trans</i>-aconitate	C02341	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/p-3/b3-1+	C([O-])(=O)C=C(C([O-])=O)CC([O-])=O	-194.27519
HOMO-CIS-ACONITATE	<i>cis</i>-homoaconitate	C04002	InChI=1S/C7H8O6/c8-5(9)2-1-4(7(12)13)3-6(10)11/h3H,1-2H2,(H,8,9)(H,10,11)(H,12,13)/p-3/b4-3-	C(=O)([O-])C=C(CCC([O-])=O)C(=O)[O-]	-172.11293
